Date,Hour,Ontario Demand
2022-04-02,7,15080
2022-04-02,8,15037
2022-04-02,9,14791
2022-04-02,10,14460
2022-04-02,11,14346
2022-04-02,12,14178
2022-04-02,13,13964
2022-04-02,14,13860
2022-04-02,15,14062
2022-04-02,16,14484
2022-04-02,17,15274
2022-04-02,18,15654
2022-04-02,19,15722
2022-04-02,20,16022
2022-04-02,21,15499
2022-04-02,22,14876
2022-04-02,23,14235
2022-04-02,24,13608
2022-04-03,1,13194
2022-04-03,2,12997
2022-04-03,3,12888
2022-04-03,4,12830
2022-04-03,5,13020
2022-04-03,6,13367
2022-04-03,7,13769
2022-04-03,8,14255
2022-04-03,9,14660
2022-04-03,10,14798
2022-04-03,11,14839
2022-04-03,12,14920
2022-04-03,13,14870
2022-04-03,14,14926
2022-04-03,15,14962
2022-04-03,16,15413
2022-04-03,17,16017
2022-04-03,18,15975
2022-04-03,19,16151
2022-04-03,20,16321
2022-04-03,21,15796
2022-04-03,22,15066
2022-04-03,23,14390
2022-04-03,24,13779
2022-04-04,1,13500
2022-04-04,2,13310
2022-04-04,3,13359
2022-04-04,4,13583
2022-04-04,5,14172
2022-04-04,6,15379
2022-04-04,7,16222
2022-04-04,8,16200
2022-04-04,9,15908
2022-04-04,10,15696
2022-04-04,11,15606
2022-04-04,12,15677
2022-04-04,13,15619
2022-04-04,14,15510
2022-04-04,15,15277
2022-04-04,16,15472
2022-04-04,17,16498
2022-04-04,18,16648
2022-04-04,19,17077
2022-04-04,20,16943
2022-04-04,21,16213
2022-04-04,22,15222
2022-04-04,23,14337
2022-04-04,24,13610
2022-04-05,1,13327
2022-04-05,2,13125
2022-04-05,3,13159
2022-04-05,4,13364
2022-04-05,5,13851
2022-04-05,6,15012
2022-04-05,7,15989
2022-04-05,8,16315
2022-04-05,9,16165
2022-04-05,10,15749
2022-04-05,11,15327
2022-04-05,12,14909
2022-04-05,13,14451
2022-04-05,14,14380
2022-04-05,15,14436
2022-04-05,16,14981
2022-04-05,17,15530
2022-04-05,18,15708
2022-04-05,19,16149
2022-04-05,20,16122
2022-04-05,21,15620
2022-04-05,22,14529
2022-04-05,23,13513
2022-04-05,24,12923
2022-04-06,1,12504
2022-04-06,2,12366
2022-04-06,3,12430
2022-04-06,4,12672
2022-04-06,5,13368
2022-04-06,6,14579
2022-04-06,7,15218
2022-04-06,8,15317
2022-04-06,9,15190
2022-04-06,10,14957
2022-04-06,11,14690
2022-04-06,12,14465
2022-04-06,13,14677
2022-04-06,14,14850
2022-04-06,15,14965
2022-04-06,16,15586
2022-04-06,17,16246
2022-04-06,18,16094
2022-04-06,19,16246
2022-04-06,20,16308
2022-04-06,21,15702
2022-04-06,22,14849
2022-04-06,23,13853
2022-04-06,24,13217
2022-04-07,1,12750
2022-04-07,2,12312
2022-04-07,3,12225
2022-04-07,4,12438
2022-04-07,5,13073
2022-04-07,6,14177
2022-04-07,7,15127
2022-04-07,8,15645
2022-04-07,9,15630
2022-04-07,10,15287
2022-04-07,11,15075
2022-04-07,12,14914
2022-04-07,13,14875
2022-04-07,14,14751
2022-04-07,15,14936
2022-04-07,16,15374
2022-04-07,17,16148
2022-04-07,18,15992
2022-04-07,19,16107
2022-04-07,20,16254
2022-04-07,21,15719
2022-04-07,22,14869
2022-04-07,23,13995
2022-04-07,24,13387
2022-04-08,1,12947
2022-04-08,2,12699
2022-04-08,3,12710
2022-04-08,4,12828
2022-04-08,5,13476
2022-04-08,6,14607
2022-04-08,7,15505
2022-04-08,8,15885
2022-04-08,9,15780
2022-04-08,10,15623
2022-04-08,11,15358
2022-04-08,12,15167
2022-04-08,13,15018
2022-04-08,14,14716
2022-04-08,15,14518
2022-04-08,16,14785
2022-04-08,17,15265
2022-04-08,18,15637
2022-04-08,19,15966
2022-04-08,20,16094
2022-04-08,21,15758
2022-04-08,22,15057
2022-04-08,23,14121
2022-04-08,24,13409
2022-04-09,1,12850
2022-04-09,2,12704
2022-04-09,3,12765
2022-04-09,4,12688
2022-04-09,5,13019
2022-04-09,6,13514
2022-04-09,7,13965
2022-04-09,8,14518
2022-04-09,9,14874
2022-04-09,10,14757
2022-04-09,11,14614
2022-04-09,12,14632
2022-04-09,13,14536
2022-04-09,14,14247
2022-04-09,15,14526
2022-04-09,16,14894
2022-04-09,17,15248
2022-04-09,18,15379
2022-04-09,19,15716
2022-04-09,20,15584
2022-04-09,21,15197
2022-04-09,22,14500
2022-04-09,23,13813
2022-04-09,24,13189
2022-04-10,1,12672
2022-04-10,2,12430
2022-04-10,3,12358
2022-04-10,4,12451
2022-04-10,5,12570
2022-04-10,6,12763
2022-04-10,7,13316
2022-04-10,8,13802
2022-04-10,9,14185
2022-04-10,10,14183
2022-04-10,11,14205
2022-04-10,12,14009
2022-04-10,13,13914
2022-04-10,14,13602
2022-04-10,15,13540
2022-04-10,16,13836
2022-04-10,17,14428
2022-04-10,18,14683
2022-04-10,19,14945
2022-04-10,20,15508
2022-04-10,21,15189
2022-04-10,22,14389
2022-04-10,23,13713
2022-04-10,24,12981
2022-04-11,1,12764
2022-04-11,2,12446
2022-04-11,3,12493
2022-04-11,4,12638
2022-04-11,5,13188
2022-04-11,6,14363
2022-04-11,7,15139
2022-04-11,8,15479
2022-04-11,9,15465
2022-04-11,10,15197
2022-04-11,11,15177
2022-04-11,12,14657
2022-04-11,13,14257
2022-04-11,14,14048
2022-04-11,15,14389
2022-04-11,16,15320
2022-04-11,17,15859
2022-04-11,18,15994
2022-04-11,19,16430
2022-04-11,20,16419
2022-04-11,21,15398
2022-04-11,22,14480
2022-04-11,23,13520
2022-04-11,24,12926
2022-04-12,1,12572
2022-04-12,2,12411
2022-04-12,3,12456
2022-04-12,4,12621
2022-04-12,5,13214
2022-04-12,6,14349
2022-04-12,7,15333
2022-04-12,8,15207
2022-04-12,9,14390
2022-04-12,10,13928
2022-04-12,11,13787
2022-04-12,12,13651
2022-04-12,13,13518
2022-04-12,14,13334
2022-04-12,15,13364
2022-04-12,16,13997
2022-04-12,17,14661
2022-04-12,18,15125
2022-04-12,19,15326
2022-04-12,20,15422
2022-04-12,21,14905
2022-04-12,22,13958
2022-04-12,23,12957
2022-04-12,24,12360
2022-04-13,1,11870
2022-04-13,2,11738
2022-04-13,3,11572
2022-04-13,4,11976
2022-04-13,5,12614
2022-04-13,6,13458
2022-04-13,7,14490
2022-04-13,8,15250
2022-04-13,9,15405
2022-04-13,10,15154
2022-04-13,11,15098
2022-04-13,12,15014
2022-04-13,13,14773
2022-04-13,14,14867
2022-04-13,15,14859
2022-04-13,16,15211
2022-04-13,17,15605
2022-04-13,18,15515
2022-04-13,19,15707
2022-04-13,20,15731
2022-04-13,21,14982
2022-04-13,22,14111
2022-04-13,23,13175
2022-04-13,24,12406
2022-04-14,1,12004
2022-04-14,2,11675
2022-04-14,3,11481
2022-04-14,4,11650
2022-04-14,5,12155
2022-04-14,6,13193
2022-04-14,7,14235
2022-04-14,8,15000
2022-04-14,9,15146
2022-04-14,10,14826
2022-04-14,11,14587
2022-04-14,12,14077
2022-04-14,13,13591
2022-04-14,14,13429
2022-04-14,15,13447
2022-04-14,16,13767
2022-04-14,17,14071
2022-04-14,18,14288
2022-04-14,19,14797
2022-04-14,20,15125
2022-04-14,21,14769
2022-04-14,22,14147
2022-04-14,23,13154
2022-04-14,24,12320
2022-04-15,1,11780
2022-04-15,2,11571
2022-04-15,3,11518
2022-04-15,4,11549
2022-04-15,5,11858
2022-04-15,6,12270
2022-04-15,7,12440
2022-04-15,8,12525
2022-04-15,9,12494
2022-04-15,10,12567
2022-04-15,11,12991
2022-04-15,12,13041
2022-04-15,13,13154
2022-04-15,14,13245
2022-04-15,15,13316
2022-04-15,16,13948
2022-04-15,17,14151
2022-04-15,18,14153
2022-04-15,19,14107
2022-04-15,20,14288
2022-04-15,21,13974
2022-04-15,22,13453
2022-04-15,23,12817
2022-04-15,24,12400
2022-04-16,1,12037
2022-04-16,2,11954
2022-04-16,3,12041
2022-04-16,4,12009
2022-04-16,5,12234
2022-04-16,6,12646
2022-04-16,7,13324
2022-04-16,8,13592
2022-04-16,9,13054
2022-04-16,10,13059
2022-04-16,11,13241
2022-04-16,12,13098
2022-04-16,13,13012
2022-04-16,14,13092
2022-04-16,15,13320
2022-04-16,16,13774
2022-04-16,17,14429
2022-04-16,18,14559
2022-04-16,19,14638
2022-04-16,20,15103
2022-04-16,21,14820
2022-04-16,22,14176
2022-04-16,23,13409
2022-04-16,24,12705
2022-04-17,1,12301
2022-04-17,2,12294
2022-04-17,3,12048
2022-04-17,4,12271
2022-04-17,5,12535
2022-04-17,6,12979
2022-04-17,7,13268
2022-04-17,8,13666
2022-04-17,9,13558
2022-04-17,10,13491
2022-04-17,11,13606
2022-04-17,12,13311
2022-04-17,13,13265
2022-04-17,14,13094
2022-04-17,15,12961
2022-04-17,16,13143
2022-04-17,17,13556
2022-04-17,18,13986
2022-04-17,19,14473
2022-04-17,20,14924
2022-04-17,21,14887
2022-04-17,22,14235
2022-04-17,23,13520
2022-04-17,24,13081
2022-04-18,1,12632
2022-04-18,2,12578
2022-04-18,3,12507
2022-04-18,4,12576
2022-04-18,5,13008
2022-04-18,6,13902
2022-04-18,7,14527
2022-04-18,8,14783
2022-04-18,9,14710
2022-04-18,10,14402
2022-04-18,11,14646
2022-04-18,12,15019
2022-04-18,13,15221
2022-04-18,14,15431
2022-04-18,15,15594
2022-04-18,16,16527
2022-04-18,17,17256
2022-04-18,18,17124
2022-04-18,19,17086
2022-04-18,20,17032
2022-04-18,21,16321
2022-04-18,22,15385
2022-04-18,23,14441
2022-04-18,24,13793
2022-04-19,1,13323
2022-04-19,2,13165
2022-04-19,3,13177
2022-04-19,4,13194
2022-04-19,5,13746
2022-04-19,6,14865
2022-04-19,7,15826
2022-04-19,8,16501
2022-04-19,9,16580
2022-04-19,10,16395
2022-04-19,11,16295
2022-04-19,12,16371
2022-04-19,13,16105
2022-04-19,14,15858
2022-04-19,15,15653
2022-04-19,16,16130
2022-04-19,17,16396
2022-04-19,18,16496
2022-04-19,19,16872
2022-04-19,20,16953
2022-04-19,21,16366
2022-04-19,22,15419
2022-04-19,23,14439
2022-04-19,24,13774
2022-04-20,1,13456
2022-04-20,2,13324
2022-04-20,3,13360
2022-04-20,4,13489
2022-04-20,5,14136
2022-04-20,6,15136
2022-04-20,7,15892
2022-04-20,8,15982
2022-04-20,9,15421
2022-04-20,10,14997
2022-04-20,11,14730
2022-04-20,12,14553
2022-04-20,13,14376
2022-04-20,14,14200
2022-04-20,15,14124
2022-04-20,16,14504
2022-04-20,17,15085
2022-04-20,18,15341
2022-04-20,19,15689
2022-04-20,20,16269
2022-04-20,21,15867
2022-04-20,22,14789
2022-04-20,23,13869
2022-04-20,24,13257
2022-04-21,1,12696
2022-04-21,2,12642
2022-04-21,3,12692
2022-04-21,4,12798
2022-04-21,5,13272
2022-04-21,6,14279
2022-04-21,7,15508
2022-04-21,8,16016
2022-04-21,9,15927
2022-04-21,10,16360
2022-04-21,11,16207
2022-04-21,12,16018
2022-04-21,13,15763
2022-04-21,14,15421
2022-04-21,15,15107
2022-04-21,16,15013
2022-04-21,17,15143
2022-04-21,18,15086
2022-04-21,19,15547
2022-04-21,20,15917
2022-04-21,21,15608
2022-04-21,22,14828
2022-04-21,23,13804
2022-04-21,24,13056
2022-04-22,1,12694
2022-04-22,2,12448
2022-04-22,3,12425
2022-04-22,4,12846
2022-04-22,5,13351
2022-04-22,6,14247
2022-04-22,7,15193
2022-04-22,8,15358
2022-04-22,9,14957
2022-04-22,10,14681
2022-04-22,11,14490
2022-04-22,12,14247
2022-04-22,13,14024
2022-04-22,14,13859
2022-04-22,15,13889
2022-04-22,16,14293
2022-04-22,17,14784
2022-04-22,18,15033
2022-04-22,19,15206
2022-04-22,20,15576
2022-04-22,21,15052
2022-04-22,22,14113
2022-04-22,23,13252
2022-04-22,24,12550
2022-04-23,1,12194
2022-04-23,2,12055
2022-04-23,3,11992
2022-04-23,4,12055
2022-04-23,5,12259
2022-04-23,6,12638
2022-04-23,7,13118
2022-04-23,8,13817
2022-04-23,9,14221
2022-04-23,10,14594
2022-04-23,11,14792
2022-04-23,12,14834
2022-04-23,13,14315
2022-04-23,14,13661
2022-04-23,15,13460
2022-04-23,16,13819
2022-04-23,17,14365
2022-04-23,18,14312
2022-04-23,19,14380
2022-04-23,20,14622
2022-04-23,21,14364
2022-04-23,22,13595
2022-04-23,23,12774
2022-04-23,24,12217
2022-04-24,1,11831
2022-04-24,2,11737
2022-04-24,3,11717
2022-04-24,4,11727
2022-04-24,5,11756
2022-04-24,6,12126
2022-04-24,7,12451
2022-04-24,8,12711
2022-04-24,9,12685
2022-04-24,10,12589
2022-04-24,11,12514
2022-04-24,12,12251
2022-04-24,13,12028
2022-04-24,14,11946
2022-04-24,15,11967
2022-04-24,16,12638
2022-04-24,17,13284
2022-04-24,18,13741
2022-04-24,19,14024
2022-04-24,20,14414
2022-04-24,21,14333
2022-04-24,22,13567
2022-04-24,23,12886
2022-04-24,24,12184
2022-04-25,1,11591
2022-04-25,2,11430
2022-04-25,3,11456
2022-04-25,4,11598
2022-04-25,5,12160
2022-04-25,6,13286
2022-04-25,7,14532
2022-04-25,8,15128
2022-04-25,9,15135
2022-04-25,10,15177
2022-04-25,11,15398
2022-04-25,12,15560
2022-04-25,13,15759
2022-04-25,14,15692
2022-04-25,15,15436
2022-04-25,16,15826
2022-04-25,17,16108
2022-04-25,18,15996
2022-04-25,19,15777
2022-04-25,20,15683
2022-04-25,21,15135
2022-04-25,22,14357
2022-04-25,23,13371
2022-04-25,24,12588
2022-04-26,1,12214
2022-04-26,2,12212
2022-04-26,3,12174
2022-04-26,4,12348
2022-04-26,5,12683
2022-04-26,6,13755
2022-04-26,7,14833
2022-04-26,8,15241
2022-04-26,9,15074
2022-04-26,10,15206
2022-04-26,11,15303
2022-04-26,12,15355
2022-04-26,13,15369
2022-04-26,14,15274
2022-04-26,15,15442
2022-04-26,16,15949
2022-04-26,17,16213
2022-04-26,18,16209
2022-04-26,19,16141
2022-04-26,20,16334
2022-04-26,21,15770
2022-04-26,22,14785
2022-04-26,23,13797
2022-04-26,24,13240
2022-04-27,1,12802
2022-04-27,2,12722
2022-04-27,3,12802
2022-04-27,4,12948
2022-04-27,5,13438
2022-04-27,6,14318
2022-04-27,7,15268
2022-04-27,8,15795
2022-04-27,9,15761
2022-04-27,10,15741
2022-04-27,11,15570
2022-04-27,12,15541
2022-04-27,13,15496
2022-04-27,14,15455
2022-04-27,15,15317
2022-04-27,16,15646
2022-04-27,17,16058
2022-04-27,18,16253
2022-04-27,19,16676
2022-04-27,20,17060
2022-04-27,21,16650
2022-04-27,22,15724
2022-04-27,23,14520
2022-04-27,24,13787
2022-04-28,1,13582
2022-04-28,2,13272
2022-04-28,3,13227
2022-04-28,4,13426
2022-04-28,5,13976
2022-04-28,6,14957
2022-04-28,7,15691
2022-04-28,8,15562
2022-04-28,9,14853
2022-04-28,10,14453
2022-04-28,11,14368
2022-04-28,12,14234
2022-04-28,13,13971
2022-04-28,14,13552
2022-04-28,15,13669
2022-04-28,16,13986
2022-04-28,17,14492
2022-04-28,18,14996
2022-04-28,19,15562
2022-04-28,20,16069
2022-04-28,21,16041
2022-04-28,22,15236
2022-04-28,23,14126
2022-04-28,24,13400
2022-04-29,1,12935
2022-04-29,2,12870
2022-04-29,3,12775
2022-04-29,4,13047
2022-04-29,5,13632
2022-04-29,6,14532
2022-04-29,7,15100
2022-04-29,8,15123
2022-04-29,9,14464
2022-04-29,10,14068
2022-04-29,11,14041
2022-04-29,12,14039
2022-04-29,13,13847
2022-04-29,14,13460
2022-04-29,15,13299
2022-04-29,16,13547
2022-04-29,17,14206
2022-04-29,18,14434
2022-04-29,19,14811
2022-04-29,20,15277
2022-04-29,21,15238
2022-04-29,22,14348
2022-04-29,23,13310
2022-04-29,24,12606
2022-04-30,1,12170
2022-04-30,2,11935
2022-04-30,3,11866
2022-04-30,4,11960
2022-04-30,5,12304
2022-04-30,6,12652
2022-04-30,7,12847
2022-04-30,8,13293
2022-04-30,9,13182
2022-04-30,10,12939
2022-04-30,11,12845
2022-04-30,12,12858
2022-04-30,13,12664
2022-04-30,14,12328
2022-04-30,15,12238
2022-04-30,16,12597
2022-04-30,17,13343
2022-04-30,18,13741
2022-04-30,19,13959
2022-04-30,20,14250
2022-04-30,21,14108
2022-04-30,22,13320
2022-04-30,23,12489
2022-04-30,24,11759
2022-05-01,1,11471
2022-05-01,2,11286
2022-05-01,3,11176
2022-05-01,4,11207
2022-05-01,5,11389
2022-05-01,6,11471
2022-05-01,7,11751
2022-05-01,8,12191
2022-05-01,9,12485
2022-05-01,10,12764
2022-05-01,11,13359
2022-05-01,12,13461
2022-05-01,13,13226
2022-05-01,14,13166
2022-05-01,15,13344
2022-05-01,16,13849
2022-05-01,17,14553
2022-05-01,18,14680
2022-05-01,19,14731
2022-05-01,20,15045
2022-05-01,21,14747
2022-05-01,22,13992
2022-05-01,23,13125
2022-05-01,24,12316
2022-05-02,1,11938
2022-05-02,2,11725
2022-05-02,3,11717
2022-05-02,4,11934
2022-05-02,5,12541
2022-05-02,6,13726
2022-05-02,7,14996
2022-05-02,8,15751
2022-05-02,9,15715
2022-05-02,10,15901
2022-05-02,11,15804
2022-05-02,12,15789
2022-05-02,13,15744
2022-05-02,14,15607
2022-05-02,15,15663
2022-05-02,16,15980
2022-05-02,17,16233
2022-05-02,18,15965
2022-05-02,19,15749
2022-05-02,20,15850
2022-05-02,21,15280
2022-05-02,22,14266
2022-05-02,23,13534
2022-05-02,24,12965
2022-05-03,1,12505
2022-05-03,2,12296
2022-05-03,3,12068
2022-05-03,4,12194
2022-05-03,5,12826
2022-05-03,6,13707
2022-05-03,7,14652
2022-05-03,8,15097
2022-05-03,9,15035
2022-05-03,10,15042
2022-05-03,11,15097
2022-05-03,12,15069
2022-05-03,13,15181
2022-05-03,14,15212
2022-05-03,15,15396
2022-05-03,16,15641
2022-05-03,17,16376
2022-05-03,18,16148
2022-05-03,19,15819
2022-05-03,20,15802
2022-05-03,21,15297
2022-05-03,22,14251
2022-05-03,23,13312
2022-05-03,24,12732
2022-05-04,1,12370
2022-05-04,2,12012
2022-05-04,3,11940
2022-05-04,4,11756
2022-05-04,5,12180
2022-05-04,6,13433
2022-05-04,7,14799
2022-05-04,8,15380
2022-05-04,9,15379
2022-05-04,10,15193
2022-05-04,11,14937
2022-05-04,12,14494
2022-05-04,13,14229
2022-05-04,14,13978
2022-05-04,15,13778
2022-05-04,16,14029
2022-05-04,17,14372
2022-05-04,18,14587
2022-05-04,19,15142
2022-05-04,20,15465
2022-05-04,21,15364
2022-05-04,22,14376
2022-05-04,23,13481
2022-05-04,24,12752
2022-05-05,1,12282
2022-05-05,2,12045
2022-05-05,3,11957
2022-05-05,4,12105
2022-05-05,5,12685
2022-05-05,6,13636
2022-05-05,7,14480
2022-05-05,8,14537
2022-05-05,9,14126
2022-05-05,10,13746
2022-05-05,11,13789
2022-05-05,12,13796
2022-05-05,13,13707
2022-05-05,14,13659
2022-05-05,15,13898
2022-05-05,16,14266
2022-05-05,17,14705
2022-05-05,18,14777
2022-05-05,19,15232
2022-05-05,20,15759
2022-05-05,21,15320
2022-05-05,22,14208
2022-05-05,23,13256
2022-05-05,24,12670
2022-05-06,1,12299
2022-05-06,2,12011
2022-05-06,3,11888
2022-05-06,4,11993
2022-05-06,5,12501
2022-05-06,6,13356
2022-05-06,7,14095
2022-05-06,8,14367
2022-05-06,9,14265
2022-05-06,10,14225
2022-05-06,11,14092
2022-05-06,12,13887
2022-05-06,13,13609
2022-05-06,14,13287
2022-05-06,15,13213
2022-05-06,16,13448
2022-05-06,17,13998
2022-05-06,18,14295
2022-05-06,19,14535
2022-05-06,20,14798
2022-05-06,21,14808
2022-05-06,22,13961
2022-05-06,23,12827
2022-05-06,24,11935
2022-05-07,1,11680
2022-05-07,2,11363
2022-05-07,3,11207
2022-05-07,4,11271
2022-05-07,5,11532
2022-05-07,6,11705
2022-05-07,7,12090
2022-05-07,8,12291
2022-05-07,9,12234
2022-05-07,10,12146
2022-05-07,11,12203
2022-05-07,12,12162
2022-05-07,13,11969
2022-05-07,14,11832
2022-05-07,15,11812
2022-05-07,16,12150
2022-05-07,17,12809
2022-05-07,18,13376
2022-05-07,19,13733
2022-05-07,20,14148
2022-05-07,21,14177
2022-05-07,22,13538
2022-05-07,23,12885
2022-05-07,24,12126
2022-05-08,1,11688
2022-05-08,2,11493
2022-05-08,3,11338
2022-05-08,4,11508
2022-05-08,5,11804
2022-05-08,6,11938
2022-05-08,7,12115
2022-05-08,8,12376
2022-05-08,9,12308
2022-05-08,10,11993
2022-05-08,11,11963
2022-05-08,12,11919
2022-05-08,13,11711
2022-05-08,14,11647
2022-05-08,15,11668
2022-05-08,16,12054
2022-05-08,17,12829
2022-05-08,18,13342
2022-05-08,19,13813
2022-05-08,20,14222
2022-05-08,21,14076
2022-05-08,22,13501
2022-05-08,23,12723
2022-05-08,24,12043
2022-05-09,1,11526
2022-05-09,2,11342
2022-05-09,3,11444
2022-05-09,4,11687
2022-05-09,5,12311
2022-05-09,6,13067
2022-05-09,7,14068
2022-05-09,8,14625
2022-05-09,9,14046
2022-05-09,10,13916
2022-05-09,11,13757
2022-05-09,12,13491
2022-05-09,13,13647
2022-05-09,14,13777
2022-05-09,15,13821
2022-05-09,16,14411
2022-05-09,17,14936
2022-05-09,18,14753
2022-05-09,19,14945
2022-05-09,20,15228
2022-05-09,21,14888
2022-05-09,22,13659
2022-05-09,23,12877
2022-05-09,24,12007
2022-05-10,1,11638
2022-05-10,2,11534
2022-05-10,3,11485
2022-05-10,4,11675
2022-05-10,5,12113
2022-05-10,6,12814
2022-05-10,7,13836
2022-05-10,8,14124
2022-05-10,9,14019
2022-05-10,10,13904
2022-05-10,11,13890
2022-05-10,12,14074
2022-05-10,13,14157
2022-05-10,14,14075
2022-05-10,15,14302
2022-05-10,16,14735
2022-05-10,17,15247
2022-05-10,18,15298
2022-05-10,19,15454
2022-05-10,20,15459
2022-05-10,21,15225
2022-05-10,22,14045
2022-05-10,23,13134
2022-05-10,24,12410
2022-05-11,1,12091
2022-05-11,2,11946
2022-05-11,3,11676
2022-05-11,4,11740
2022-05-11,5,12029
2022-05-11,6,12992
2022-05-11,7,14031
2022-05-11,8,14322
2022-05-11,9,14608
2022-05-11,10,14488
2022-05-11,11,14206
2022-05-11,12,14326
2022-05-11,13,14522
2022-05-11,14,14556
2022-05-11,15,14727
2022-05-11,16,15403
2022-05-11,17,16079
2022-05-11,18,16243
2022-05-11,19,16364
2022-05-11,20,16349
2022-05-11,21,16011
2022-05-11,22,14838
2022-05-11,23,13667
2022-05-11,24,12664
2022-05-12,1,12153
2022-05-12,2,12059
2022-05-12,3,12074
2022-05-12,4,12115
2022-05-12,5,12292
2022-05-12,6,12766
2022-05-12,7,13943
2022-05-12,8,14455
2022-05-12,9,14789
2022-05-12,10,14809
2022-05-12,11,14846
2022-05-12,12,15058
2022-05-12,13,15255
2022-05-12,14,15291
2022-05-12,15,15541
2022-05-12,16,16323
2022-05-12,17,16811
2022-05-12,18,17078
2022-05-12,19,16815
2022-05-12,20,16682
2022-05-12,21,16283
2022-05-12,22,15241
2022-05-12,23,13846
2022-05-12,24,12691
2022-05-13,1,12095
2022-05-13,2,11486
2022-05-13,3,11239
2022-05-13,4,11260
2022-05-13,5,11673
2022-05-13,6,12669
2022-05-13,7,13697
2022-05-13,8,14504
2022-05-13,9,14799
2022-05-13,10,15085
2022-05-13,11,15407
2022-05-13,12,15892
2022-05-13,13,16186
2022-05-13,14,16384
2022-05-13,15,16557
2022-05-13,16,17170
2022-05-13,17,17700
2022-05-13,18,17595
2022-05-13,19,17267
2022-05-13,20,17079
2022-05-13,21,17004
2022-05-13,22,15655
2022-05-13,23,14317
2022-05-13,24,13327
2022-05-14,1,12768
2022-05-14,2,12459
2022-05-14,3,12201
2022-05-14,4,12228
2022-05-14,5,12137
2022-05-14,6,12138
2022-05-14,7,12797
2022-05-14,8,14204
2022-05-14,9,14834
2022-05-14,10,15268
2022-05-14,11,15640
2022-05-14,12,15976
2022-05-14,13,16222
2022-05-14,14,16169
2022-05-14,15,16373
2022-05-14,16,16989
2022-05-14,17,17567
2022-05-14,18,17663
2022-05-14,19,17539
2022-05-14,20,16897
2022-05-14,21,16442
2022-05-14,22,15383
2022-05-14,23,14798
2022-05-14,24,13994
2022-05-15,1,13153
2022-05-15,2,12642
2022-05-15,3,12200
2022-05-15,4,12170
2022-05-15,5,12120
2022-05-15,6,12143
2022-05-15,7,12552
2022-05-15,8,13516
2022-05-15,9,14217
2022-05-15,10,14759
2022-05-15,11,15294
2022-05-15,12,15668
2022-05-15,13,15648
2022-05-15,14,16104
2022-05-15,15,16554
2022-05-15,16,17239
2022-05-15,17,17754
2022-05-15,18,18462
2022-05-15,19,18074
2022-05-15,20,17417
2022-05-15,21,17272
2022-05-15,22,16366
2022-05-15,23,15372
2022-05-15,24,13828
2022-05-16,1,13257
2022-05-16,2,12680
2022-05-16,3,12511
2022-05-16,4,12645
2022-05-16,5,12725
2022-05-16,6,13639
2022-05-16,7,14676
2022-05-16,8,15360
2022-05-16,9,15495
2022-05-16,10,15657
2022-05-16,11,15700
2022-05-16,12,15851
2022-05-16,13,15693
2022-05-16,14,15521
2022-05-16,15,15452
2022-05-16,16,15757
2022-05-16,17,16042
2022-05-16,18,15927
2022-05-16,19,15802
2022-05-16,20,15655
2022-05-16,21,15496
2022-05-16,22,14549
2022-05-16,23,13596
2022-05-16,24,12589
2022-05-17,1,12028
2022-05-17,2,11520
2022-05-17,3,11537
2022-05-17,4,11466
2022-05-17,5,12118
2022-05-17,6,12808
2022-05-17,7,13852
2022-05-17,8,14107
2022-05-17,9,14154
2022-05-17,10,14360
2022-05-17,11,14265
2022-05-17,12,14331
2022-05-17,13,14106
2022-05-17,14,14125
2022-05-17,15,14214
2022-05-17,16,14586
2022-05-17,17,14919
2022-05-17,18,15017
2022-05-17,19,15247
2022-05-17,20,15542
2022-05-17,21,15778
2022-05-17,22,14862
2022-05-17,23,13680
2022-05-17,24,12658
2022-05-18,1,12015
2022-05-18,2,11875
2022-05-18,3,11769
2022-05-18,4,11745
2022-05-18,5,12323
2022-05-18,6,13270
2022-05-18,7,14235
2022-05-18,8,14357
2022-05-18,9,14354
2022-05-18,10,14240
2022-05-18,11,14448
2022-05-18,12,14519
2022-05-18,13,14623
2022-05-18,14,14690
2022-05-18,15,14504
2022-05-18,16,14366
2022-05-18,17,15144
2022-05-18,18,15061
2022-05-18,19,15228
2022-05-18,20,15522
2022-05-18,21,15385
2022-05-18,22,14502
2022-05-18,23,13597
2022-05-18,24,12802
2022-05-19,1,12280
2022-05-19,2,12080
2022-05-19,3,11956
2022-05-19,4,12046
2022-05-19,5,12518
2022-05-19,6,13475
2022-05-19,7,14864
2022-05-19,8,15383
2022-05-19,9,15337
2022-05-19,10,15407
2022-05-19,11,15330
2022-05-19,12,14973
2022-05-19,13,14869
2022-05-19,14,14728
2022-05-19,15,14805
2022-05-19,16,15211
2022-05-19,17,15676
2022-05-19,18,15782
2022-05-19,19,15895
2022-05-19,20,16073
2022-05-19,21,16030
2022-05-19,22,14938
2022-05-19,23,13489
2022-05-19,24,12409
2022-05-20,1,12121
2022-05-20,2,11786
2022-05-20,3,11742
2022-05-20,4,11792
2022-05-20,5,12071
2022-05-20,6,12990
2022-05-20,7,14095
2022-05-20,8,14495
2022-05-20,9,14310
2022-05-20,10,14319
2022-05-20,11,14199
2022-05-20,12,14418
2022-05-20,13,14617
2022-05-20,14,14689
2022-05-20,15,15036
2022-05-20,16,15535
2022-05-20,17,16030
2022-05-20,18,15992
2022-05-20,19,16104
