Date,Hour,Ontario Demand
2022-01-07,17,19070
2022-01-07,18,20513
2022-01-07,19,20189
2022-01-07,20,19944
2022-01-07,21,19498
2022-01-07,22,18767
2022-01-07,23,17926
2022-01-07,24,17070
2022-01-08,1,16516
2022-01-08,2,16212
2022-01-08,3,15871
2022-01-08,4,15809
2022-01-08,5,15929
2022-01-08,6,15962
2022-01-08,7,16257
2022-01-08,8,16686
2022-01-08,9,16954
2022-01-08,10,17276
2022-01-08,11,17379
2022-01-08,12,17166
2022-01-08,13,17113
2022-01-08,14,17011
2022-01-08,15,16907
2022-01-08,16,17450
2022-01-08,17,18172
2022-01-08,18,19331
2022-01-08,19,18824
2022-01-08,20,18049
2022-01-08,21,17525
2022-01-08,22,16960
2022-01-08,23,16309
2022-01-08,24,15675
2022-01-09,1,15020
2022-01-09,2,14691
2022-01-09,3,14406
2022-01-09,4,14085
2022-01-09,5,14022
2022-01-09,6,14122
2022-01-09,7,14315
2022-01-09,8,14764
2022-01-09,9,15263
2022-01-09,10,15783
2022-01-09,11,16418
2022-01-09,12,16707
2022-01-09,13,17010
2022-01-09,14,17011
2022-01-09,15,16915
2022-01-09,16,17059
2022-01-09,17,17668
2022-01-09,18,18595
2022-01-09,19,18441
2022-01-09,20,18109
2022-01-09,21,17727
2022-01-09,22,17159
2022-01-09,23,16450
2022-01-09,24,15793
2022-01-10,1,15332
2022-01-10,2,15122
2022-01-10,3,14913
2022-01-10,4,14901
2022-01-10,5,15274
2022-01-10,6,15813
2022-01-10,7,16774
2022-01-10,8,18122
2022-01-10,9,18522
2022-01-10,10,18649
2022-01-10,11,18185
2022-01-10,12,18329
2022-01-10,13,18361
2022-01-10,14,18319
2022-01-10,15,18455
2022-01-10,16,18753
2022-01-10,17,19565
2022-01-10,18,20614
2022-01-10,19,20369
2022-01-10,20,20053
2022-01-10,21,19574
2022-01-10,22,18825
2022-01-10,23,18158
2022-01-10,24,17545
2022-01-11,1,16948
2022-01-11,2,16632
2022-01-11,3,16491
2022-01-11,4,16513
2022-01-11,5,16958
2022-01-11,6,17458
2022-01-11,7,18566
2022-01-11,8,19546
2022-01-11,9,20067
2022-01-11,10,20233
2022-01-11,11,20169
2022-01-11,12,20013
2022-01-11,13,19838
2022-01-11,14,19730
2022-01-11,15,19498
2022-01-11,16,19797
2022-01-11,17,20425
2022-01-11,18,21250
2022-01-11,19,20915
2022-01-11,20,20386
2022-01-11,21,19765
2022-01-11,22,18776
2022-01-11,23,17617
2022-01-11,24,16766
2022-01-12,1,16059
2022-01-12,2,15493
2022-01-12,3,15169
2022-01-12,4,15131
2022-01-12,5,15176
2022-01-12,6,15564
2022-01-12,7,16460
2022-01-12,8,17454
2022-01-12,9,18154
2022-01-12,10,18556
2022-01-12,11,18801
2022-01-12,12,18988
2022-01-12,13,19263
2022-01-12,14,19173
2022-01-12,15,19094
2022-01-12,16,19105
2022-01-12,17,19472
2022-01-12,18,20101
2022-01-12,19,19668
2022-01-12,20,19266
2022-01-12,21,18757
2022-01-12,22,17938
2022-01-12,23,16899
2022-01-12,24,15921
2022-01-13,1,15401
2022-01-13,2,14920
2022-01-13,3,14669
2022-01-13,4,14611
2022-01-13,5,14778
2022-01-13,6,15306
2022-01-13,7,16475
2022-01-13,8,17630
2022-01-13,9,18292
2022-01-13,10,18690
2022-01-13,11,18858
2022-01-13,12,19124
2022-01-13,13,19130
2022-01-13,14,18658
2022-01-13,15,18485
2022-01-13,16,18492
2022-01-13,17,18975
2022-01-13,18,19635
2022-01-13,19,19383
2022-01-13,20,19018
2022-01-13,21,18364
2022-01-13,22,17706
2022-01-13,23,16897
2022-01-13,24,15986
2022-01-14,1,15367
2022-01-14,2,15011
2022-01-14,3,14849
2022-01-14,4,14791
2022-01-14,5,15030
2022-01-14,6,15679
2022-01-14,7,16716
2022-01-14,8,17752
2022-01-14,9,18280
2022-01-14,10,18353
2022-01-14,11,18276
2022-01-14,12,18179
2022-01-14,13,18039
2022-01-14,14,17852
2022-01-14,15,17891
2022-01-14,16,18292
2022-01-14,17,19006
2022-01-14,18,20343
2022-01-14,19,20215
2022-01-14,20,19827
2022-01-14,21,19474
2022-01-14,22,18915
2022-01-14,23,18084
2022-01-14,24,17603
2022-01-15,1,16687
2022-01-15,2,16482
2022-01-15,3,16271
2022-01-15,4,16372
2022-01-15,5,16591
2022-01-15,6,16788
2022-01-15,7,17449
2022-01-15,8,18191
2022-01-15,9,18841
2022-01-15,10,18878
2022-01-15,11,18875
2022-01-15,12,18626
2022-01-15,13,18386
2022-01-15,14,18028
2022-01-15,15,17978
2022-01-15,16,18617
2022-01-15,17,19678
2022-01-15,18,20762
2022-01-15,19,20622
2022-01-15,20,19928
2022-01-15,21,19457
2022-01-15,22,18698
2022-01-15,23,18098
2022-01-15,24,17290
2022-01-16,1,16584
2022-01-16,2,16301
2022-01-16,3,15892
2022-01-16,4,16238
2022-01-16,5,16270
2022-01-16,6,16268
2022-01-16,7,16742
2022-01-16,8,17184
2022-01-16,9,17490
2022-01-16,10,17572
2022-01-16,11,17423
2022-01-16,12,17254
2022-01-16,13,17064
2022-01-16,14,16851
2022-01-16,15,16720
2022-01-16,16,17217
2022-01-16,17,18386
2022-01-16,18,19952
2022-01-16,19,19612
2022-01-16,20,18564
2022-01-16,21,18280
2022-01-16,22,17864
2022-01-16,23,17200
2022-01-16,24,16479
2022-01-17,1,15618
2022-01-17,2,15092
2022-01-17,3,14705
2022-01-17,4,14591
2022-01-17,5,14719
2022-01-17,6,15302
2022-01-17,7,16382
2022-01-17,8,17332
2022-01-17,9,17914
2022-01-17,10,18164
2022-01-17,11,18509
2022-01-17,12,18552
2022-01-17,13,18468
2022-01-17,14,18305
2022-01-17,15,18009
2022-01-17,16,18050
2022-01-17,17,18311
2022-01-17,18,19172
2022-01-17,19,18984
2022-01-17,20,18638
2022-01-17,21,18231
2022-01-17,22,17475
2022-01-17,23,16291
2022-01-17,24,15480
2022-01-18,1,14950
2022-01-18,2,14623
2022-01-18,3,14652
2022-01-18,4,14588
2022-01-18,5,15054
2022-01-18,6,15532
2022-01-18,7,16699
2022-01-18,8,17893
2022-01-18,9,18421
2022-01-18,10,18636
2022-01-18,11,18669
2022-01-18,12,18667
2022-01-18,13,18731
2022-01-18,14,18376
2022-01-18,15,18150
2022-01-18,16,18360
2022-01-18,17,18964
2022-01-18,18,19821
2022-01-18,19,19736
2022-01-18,20,19118
2022-01-18,21,18378
2022-01-18,22,17856
2022-01-18,23,16859
2022-01-18,24,16040
2022-01-19,1,15477
2022-01-19,2,15190
2022-01-19,3,14996
2022-01-19,4,14972
2022-01-19,5,15022
2022-01-19,6,15397
2022-01-19,7,16393
2022-01-19,8,17535
2022-01-19,9,18207
2022-01-19,10,18311
2022-01-19,11,18194
2022-01-19,12,17980
2022-01-19,13,17880
2022-01-19,14,17698
2022-01-19,15,17662
2022-01-19,16,17831
2022-01-19,17,18503
2022-01-19,18,19587
2022-01-19,19,19663
2022-01-19,20,19125
2022-01-19,21,18618
2022-01-19,22,17910
2022-01-19,23,17218
2022-01-19,24,16557
2022-01-20,1,16159
2022-01-20,2,15938
2022-01-20,3,15914
2022-01-20,4,15796
2022-01-20,5,16111
2022-01-20,6,16620
2022-01-20,7,17868
2022-01-20,8,19344
2022-01-20,9,19631
2022-01-20,10,19050
2022-01-20,11,18814
2022-01-20,12,18669
2022-01-20,13,18550
2022-01-20,14,18495
2022-01-20,15,18417
2022-01-20,16,18700
2022-01-20,17,19909
2022-01-20,18,21349
2022-01-20,19,21296
2022-01-20,20,20736
2022-01-20,21,20517
2022-01-20,22,19806
2022-01-20,23,18562
2022-01-20,24,17755
2022-01-21,1,17325
2022-01-21,2,17056
2022-01-21,3,16992
2022-01-21,4,16937
2022-01-21,5,16954
2022-01-21,6,17535
2022-01-21,7,18567
2022-01-21,8,20085
2022-01-21,9,20171
2022-01-21,10,19747
2022-01-21,11,19403
2022-01-21,12,19166
2022-01-21,13,19129
2022-01-21,14,18790
2022-01-21,15,18591
2022-01-21,16,18837
2022-01-21,17,19541
2022-01-21,18,20785
2022-01-21,19,20683
2022-01-21,20,20359
2022-01-21,21,19870
2022-01-21,22,19195
2022-01-21,23,18417
2022-01-21,24,17851
2022-01-22,1,16985
2022-01-22,2,16544
2022-01-22,3,16347
2022-01-22,4,16394
2022-01-22,5,16229
2022-01-22,6,16367
2022-01-22,7,16674
2022-01-22,8,17213
2022-01-22,9,17471
2022-01-22,10,17959
2022-01-22,11,18037
2022-01-22,12,17986
2022-01-22,13,18043
2022-01-22,14,18132
2022-01-22,15,18626
2022-01-22,16,18632
2022-01-22,17,18975
2022-01-22,18,19717
2022-01-22,19,19694
2022-01-22,20,19075
2022-01-22,21,18439
2022-01-22,22,17649
2022-01-22,23,17079
2022-01-22,24,16397
2022-01-23,1,15565
2022-01-23,2,15389
2022-01-23,3,15263
2022-01-23,4,15132
2022-01-23,5,15172
2022-01-23,6,15327
2022-01-23,7,15809
2022-01-23,8,16360
2022-01-23,9,16866
2022-01-23,10,17483
2022-01-23,11,17918
2022-01-23,12,17754
2022-01-23,13,17698
2022-01-23,14,17245
2022-01-23,15,17118
2022-01-23,16,17414
2022-01-23,17,18839
2022-01-23,18,20287
2022-01-23,19,20283
2022-01-23,20,19840
2022-01-23,21,19295
2022-01-23,22,18736
2022-01-23,23,17882
2022-01-23,24,17175
2022-01-24,1,16615
2022-01-24,2,16316
2022-01-24,3,16178
2022-01-24,4,16061
2022-01-24,5,16251
2022-01-24,6,16854
2022-01-24,7,18143
2022-01-24,8,19378
2022-01-24,9,19780
2022-01-24,10,19914
2022-01-24,11,20106
2022-01-24,12,20054
2022-01-24,13,19980
2022-01-24,14,19824
2022-01-24,15,19833
2022-01-24,16,20061
2022-01-24,17,20549
2022-01-24,18,21261
2022-01-24,19,21166
2022-01-24,20,20542
2022-01-24,21,19927
2022-01-24,22,19041
2022-01-24,23,17743
2022-01-24,24,16905
2022-01-25,1,16282
2022-01-25,2,15898
2022-01-25,3,15826
2022-01-25,4,15892
2022-01-25,5,15954
2022-01-25,6,16416
2022-01-25,7,17639
2022-01-25,8,18867
2022-01-25,9,19434
2022-01-25,10,19345
2022-01-25,11,19217
2022-01-25,12,19058
2022-01-25,13,18873
2022-01-25,14,18626
2022-01-25,15,18643
2022-01-25,16,18854
2022-01-25,17,19648
2022-01-25,18,20662
2022-01-25,19,21000
2022-01-25,20,20466
2022-01-25,21,20013
2022-01-25,22,19183
2022-01-25,23,18150
2022-01-25,24,17347
2022-01-26,1,16917
2022-01-26,2,16743
2022-01-26,3,16455
2022-01-26,4,16504
2022-01-26,5,16650
2022-01-26,6,17281
2022-01-26,7,18615
2022-01-26,8,19796
2022-01-26,9,20317
2022-01-26,10,20156
2022-01-26,11,19931
2022-01-26,12,19375
2022-01-26,13,19139
2022-01-26,14,18894
2022-01-26,15,18710
2022-01-26,16,18966
2022-01-26,17,19681
2022-01-26,18,20594
2022-01-26,19,20770
2022-01-26,20,20463
2022-01-26,21,19858
2022-01-26,22,19357
2022-01-26,23,18202
2022-01-26,24,17321
2022-01-27,1,16622
2022-01-27,2,16253
2022-01-27,3,16012
2022-01-27,4,15806
2022-01-27,5,16089
2022-01-27,6,16698
2022-01-27,7,17702
2022-01-27,8,18799
2022-01-27,9,19097
2022-01-27,10,19248
2022-01-27,11,19328
2022-01-27,12,19335
2022-01-27,13,19299
2022-01-27,14,19233
2022-01-27,15,19141
2022-01-27,16,19177
2022-01-27,17,19576
2022-01-27,18,20168
2022-01-27,19,20296
2022-01-27,20,19642
2022-01-27,21,19168
2022-01-27,22,18578
2022-01-27,23,17701
2022-01-27,24,16831
2022-01-28,1,16062
2022-01-28,2,15568
2022-01-28,3,15582
2022-01-28,4,15836
2022-01-28,5,16025
2022-01-28,6,16590
2022-01-28,7,17873
2022-01-28,8,19005
2022-01-28,9,19764
2022-01-28,10,19561
2022-01-28,11,19425
2022-01-28,12,19033
2022-01-28,13,18740
2022-01-28,14,18593
2022-01-28,15,18440
2022-01-28,16,18540
2022-01-28,17,19418
2022-01-28,18,20757
2022-01-28,19,20914
2022-01-28,20,20551
2022-01-28,21,20191
2022-01-28,22,19383
2022-01-28,23,18415
2022-01-28,24,17625
2022-01-29,1,17074
2022-01-29,2,16628
2022-01-29,3,16412
2022-01-29,4,16365
2022-01-29,5,16458
2022-01-29,6,16731
2022-01-29,7,17460
2022-01-29,8,18372
2022-01-29,9,18923
2022-01-29,10,18875
2022-01-29,11,18973
2022-01-29,12,18832
2022-01-29,13,18547
2022-01-29,14,18164
2022-01-29,15,17909
2022-01-29,16,18171
2022-01-29,17,18746
2022-01-29,18,19923
2022-01-29,19,20270
2022-01-29,20,19466
2022-01-29,21,18909
2022-01-29,22,18288
2022-01-29,23,17471
2022-01-29,24,16856
2022-01-30,1,16461
2022-01-30,2,16347
2022-01-30,3,15852
2022-01-30,4,15764
2022-01-30,5,15846
2022-01-30,6,16099
2022-01-30,7,16552
2022-01-30,8,16959
2022-01-30,9,17392
2022-01-30,10,17765
2022-01-30,11,17953
2022-01-30,12,17957
2022-01-30,13,17723
2022-01-30,14,17498
2022-01-30,15,17653
2022-01-30,16,18116
2022-01-30,17,19018
2022-01-30,18,19745
2022-01-30,19,19754
2022-01-30,20,19064
2022-01-30,21,18470
2022-01-30,22,17947
2022-01-30,23,17314
2022-01-30,24,16497
2022-01-31,1,15847
2022-01-31,2,15572
2022-01-31,3,15563
2022-01-31,4,15508
2022-01-31,5,15999
2022-01-31,6,16585
2022-01-31,7,17778
2022-01-31,8,19129
2022-01-31,9,19612
2022-01-31,10,19606
2022-01-31,11,19038
2022-01-31,12,18595
2022-01-31,13,18056
2022-01-31,14,17828
2022-01-31,15,17663
2022-01-31,16,18053
2022-01-31,17,18851
2022-01-31,18,19811
2022-01-31,19,20093
2022-01-31,20,19388
2022-01-31,21,18958
2022-01-31,22,18047
2022-01-31,23,16957
2022-01-31,24,16079
2022-02-01,1,15878
2022-02-01,2,15276
2022-02-01,3,15072
2022-02-01,4,14972
2022-02-01,5,15160
2022-02-01,6,15761
2022-02-01,7,16916
2022-02-01,8,18015
2022-02-01,9,18236
2022-02-01,10,17901
2022-02-01,11,17605
2022-02-01,12,17287
2022-02-01,13,17034
2022-02-01,14,16863
2022-02-01,15,16875
2022-02-01,16,17319
2022-02-01,17,18097
2022-02-01,18,18803
2022-02-01,19,19183
2022-02-01,20,18589
2022-02-01,21,18132
2022-02-01,22,17447
2022-02-01,23,16484
2022-02-01,24,15518
2022-02-02,1,14831
2022-02-02,2,14572
2022-02-02,3,14454
2022-02-02,4,14519
2022-02-02,5,14810
2022-02-02,6,15307
2022-02-02,7,16146
2022-02-02,8,17298
2022-02-02,9,18050
2022-02-02,10,18107
2022-02-02,11,18358
2022-02-02,12,18521
2022-02-02,13,18666
2022-02-02,14,18615
2022-02-02,15,18466
2022-02-02,16,18637
2022-02-02,17,18846
2022-02-02,18,19354
2022-02-02,19,19598
2022-02-02,20,19126
2022-02-02,21,18897
2022-02-02,22,18075
2022-02-02,23,17059
2022-02-02,24,16419
2022-02-03,1,15623
2022-02-03,2,15258
2022-02-03,3,15038
2022-02-03,4,14972
2022-02-03,5,15079
2022-02-03,6,15391
2022-02-03,7,16456
2022-02-03,8,17520
2022-02-03,9,18215
2022-02-03,10,18553
2022-02-03,11,18780
2022-02-03,12,18915
2022-02-03,13,19015
2022-02-03,14,18880
2022-02-03,15,18812
2022-02-03,16,18898
2022-02-03,17,19422
2022-02-03,18,20263
2022-02-03,19,20435
2022-02-03,20,20140
2022-02-03,21,19808
2022-02-03,22,18887
2022-02-03,23,17878
2022-02-03,24,17029
2022-02-04,1,16502
2022-02-04,2,16225
2022-02-04,3,16094
2022-02-04,4,16129
2022-02-04,5,16289
2022-02-04,6,16690
2022-02-04,7,17777
2022-02-04,8,19056
2022-02-04,9,19737
2022-02-04,10,19975
2022-02-04,11,20110
2022-02-04,12,20070
2022-02-04,13,19872
2022-02-04,14,19523
2022-02-04,15,19106
2022-02-04,16,19010
2022-02-04,17,19513
2022-02-04,18,20053
2022-02-04,19,20585
2022-02-04,20,20146
2022-02-04,21,19742
2022-02-04,22,19156
2022-02-04,23,18258
2022-02-04,24,17494
2022-02-05,1,16656
2022-02-05,2,16197
2022-02-05,3,15886
2022-02-05,4,15843
2022-02-05,5,15975
2022-02-05,6,16184
2022-02-05,7,16689
2022-02-05,8,17386
2022-02-05,9,18141
2022-02-05,10,18608
2022-02-05,11,18706
2022-02-05,12,18570
2022-02-05,13,18244
2022-02-05,14,17938
2022-02-05,15,17784
2022-02-05,16,17866
2022-02-05,17,18322
2022-02-05,18,19194
2022-02-05,19,19679
2022-02-05,20,19006
2022-02-05,21,18587
2022-02-05,22,17996
2022-02-05,23,17185
2022-02-05,24,16418
2022-02-06,1,15819
2022-02-06,2,15508
2022-02-06,3,15242
2022-02-06,4,15112
2022-02-06,5,15085
2022-02-06,6,15253
2022-02-06,7,15656
2022-02-06,8,16253
2022-02-06,9,16669
2022-02-06,10,17166
2022-02-06,11,17417
2022-02-06,12,17384
2022-02-06,13,17300
2022-02-06,14,16976
2022-02-06,15,16732
2022-02-06,16,16839
2022-02-06,17,17658
2022-02-06,18,18633
2022-02-06,19,18952
2022-02-06,20,18370
2022-02-06,21,17971
2022-02-06,22,17285
2022-02-06,23,16404
2022-02-06,24,15477
2022-02-07,1,14910
2022-02-07,2,14571
2022-02-07,3,14417
2022-02-07,4,14507
2022-02-07,5,14649
2022-02-07,6,15569
2022-02-07,7,16433
2022-02-07,8,17914
2022-02-07,9,18391
2022-02-07,10,18393
2022-02-07,11,18207
2022-02-07,12,17932
2022-02-07,13,17607
2022-02-07,14,17579
2022-02-07,15,17264
2022-02-07,16,17765
2022-02-07,17,18664
2022-02-07,18,19412
2022-02-07,19,19458
2022-02-07,20,19001
2022-02-07,21,18452
2022-02-07,22,17902
2022-02-07,23,17145
2022-02-07,24,16072
2022-02-08,1,15490
2022-02-08,2,14957
2022-02-08,3,14776
2022-02-08,4,14533
2022-02-08,5,14772
2022-02-08,6,15403
2022-02-08,7,16514
2022-02-08,8,17996
2022-02-08,9,18351
2022-02-08,10,17992
2022-02-08,11,17408
2022-02-08,12,17276
2022-02-08,13,17202
2022-02-08,14,17019
2022-02-08,15,16788
2022-02-08,16,16983
2022-02-08,17,17747
2022-02-08,18,18797
2022-02-08,19,19384
2022-02-08,20,18900
2022-02-08,21,18257
2022-02-08,22,17442
2022-02-08,23,16407
2022-02-08,24,15386
2022-02-09,1,14766
2022-02-09,2,14475
2022-02-09,3,14209
2022-02-09,4,14210
2022-02-09,5,14480
2022-02-09,6,15024
2022-02-09,7,16209
2022-02-09,8,17407
2022-02-09,9,17540
2022-02-09,10,17341
2022-02-09,11,17027
2022-02-09,12,16519
2022-02-09,13,16293
2022-02-09,14,16361
2022-02-09,15,16156
2022-02-09,16,16736
2022-02-09,17,17617
2022-02-09,18,18508
2022-02-09,19,18874
2022-02-09,20,18406
2022-02-09,21,17893
2022-02-09,22,17187
2022-02-09,23,16169
2022-02-09,24,14998
2022-02-10,1,14404
2022-02-10,2,13971
2022-02-10,3,13812
2022-02-10,4,13796
2022-02-10,5,13952
2022-02-10,6,14583
2022-02-10,7,15845
2022-02-10,8,17208
2022-02-10,9,17928
2022-02-10,10,17700
2022-02-10,11,17543
2022-02-10,12,17832
2022-02-10,13,17812
2022-02-10,14,17545
2022-02-10,15,17591
2022-02-10,16,17624
2022-02-10,17,18302
2022-02-10,18,19220
2022-02-10,19,19431
2022-02-10,20,18871
2022-02-10,21,18257
2022-02-10,22,17266
2022-02-10,23,16258
2022-02-10,24,15301
2022-02-11,1,14669
2022-02-11,2,14383
2022-02-11,3,14107
2022-02-11,4,13961
2022-02-11,5,14118
2022-02-11,6,14630
2022-02-11,7,15879
2022-02-11,8,17132
2022-02-11,9,17589
2022-02-11,10,17893
2022-02-11,11,17934
2022-02-11,12,17997
2022-02-11,13,17998
2022-02-11,14,18096
2022-02-11,15,18003
2022-02-11,16,18045
2022-02-11,17,18409
2022-02-11,18,18815
2022-02-11,19,18580
2022-02-11,20,18106
2022-02-11,21,17786
2022-02-11,22,16992
2022-02-11,23,16086
2022-02-11,24,15185
2022-02-12,1,14432
2022-02-12,2,14048
2022-02-12,3,13761
2022-02-12,4,13762
2022-02-12,5,13867
2022-02-12,6,14268
2022-02-12,7,14891
2022-02-12,8,15850
2022-02-12,9,16496
2022-02-12,10,17067
2022-02-12,11,17473
2022-02-12,12,17245
2022-02-12,13,17110
2022-02-12,14,17006
2022-02-12,15,17015
2022-02-12,16,17133
2022-02-12,17,17851
2022-02-12,18,18964
2022-02-12,19,19509
2022-02-12,20,19134
2022-02-12,21,18763
2022-02-12,22,18103
2022-02-12,23,17468
2022-02-12,24,16813
2022-02-13,1,16231
2022-02-13,2,15899
2022-02-13,3,15788
2022-02-13,4,15678
2022-02-13,5,15869
2022-02-13,6,16019
2022-02-13,7,16644
2022-02-13,8,17318
2022-02-13,9,17500
2022-02-13,10,17621
2022-02-13,11,17471
2022-02-13,12,17475
2022-02-13,13,17497
2022-02-13,14,17392
2022-02-13,15,17124
2022-02-13,16,17510
2022-02-13,17,18618
2022-02-13,18,19829
2022-02-13,19,20272
2022-02-13,20,19500
2022-02-13,21,19030
2022-02-13,22,18529
2022-02-13,23,17787
2022-02-13,24,17131
2022-02-14,1,16504
2022-02-14,2,16258
2022-02-14,3,16319
2022-02-14,4,16360
2022-02-14,5,16551
2022-02-14,6,17179
2022-02-14,7,18431
2022-02-14,8,19694
2022-02-14,9,19651
2022-02-14,10,19178
2022-02-14,11,18729
2022-02-14,12,18321
2022-02-14,13,18079
2022-02-14,14,17871
2022-02-14,15,17601
2022-02-14,16,17952
2022-02-14,17,19189
2022-02-14,18,20487
2022-02-14,19,20918
2022-02-14,20,20594
2022-02-14,21,19904
2022-02-14,22,19173
2022-02-14,23,18145
2022-02-14,24,17285
2022-02-15,1,16519
2022-02-15,2,16213
2022-02-15,3,16140
2022-02-15,4,16068
2022-02-15,5,16236
2022-02-15,6,16812
2022-02-15,7,18134
2022-02-15,8,19440
2022-02-15,9,19601
2022-02-15,10,18800
2022-02-15,11,18287
2022-02-15,12,17891
2022-02-15,13,17514
2022-02-15,14,17253
2022-02-15,15,17083
2022-02-15,16,17334
2022-02-15,17,18421
2022-02-15,18,19858
2022-02-15,19,20188
2022-02-15,20,19627
2022-02-15,21,18892
2022-02-15,22,18171
2022-02-15,23,17151
2022-02-15,24,16122
2022-02-16,1,15427
2022-02-16,2,15163
2022-02-16,3,14953
2022-02-16,4,14916
2022-02-16,5,15025
2022-02-16,6,15503
2022-02-16,7,16511
2022-02-16,8,17710
2022-02-16,9,18179
2022-02-16,10,17963
2022-02-16,11,17447
2022-02-16,12,17134
2022-02-16,13,16583
2022-02-16,14,16469
2022-02-16,15,16656
2022-02-16,16,17242
2022-02-16,17,17977
2022-02-16,18,18583
2022-02-16,19,18571
2022-02-16,20,18002
2022-02-16,21,17477
2022-02-16,22,16714
2022-02-16,23,15757
2022-02-16,24,14900
2022-02-17,1,14224
2022-02-17,2,14074
2022-02-17,3,13879
2022-02-17,4,13887
2022-02-17,5,14105
2022-02-17,6,14688
2022-02-17,7,16153
2022-02-17,8,16946
2022-02-17,9,17472
2022-02-17,10,17983
2022-02-17,11,17680
2022-02-17,12,18038
2022-02-17,13,18399
2022-02-17,14,18423
2022-02-17,15,18360
2022-02-17,16,18362
2022-02-17,17,18918
2022-02-17,18,19424
2022-02-17,19,19525
2022-02-17,20,19265
2022-02-17,21,18847
2022-02-17,22,18029
2022-02-17,23,17104
2022-02-17,24,16251
2022-02-18,1,15772
2022-02-18,2,15355
2022-02-18,3,15284
2022-02-18,4,15259
2022-02-18,5,15489
2022-02-18,6,16093
2022-02-18,7,17134
2022-02-18,8,18123
2022-02-18,9,18612
2022-02-18,10,18611
2022-02-18,11,18448
2022-02-18,12,18270
