Date,Hour,Ontario Demand
2021-01-01,1,14112
2021-01-01,2,13504
2021-01-01,3,13155
2021-01-01,4,12892
2021-01-01,5,12798
2021-01-01,6,12891
2021-01-01,7,13188
2021-01-01,8,13570
2021-01-01,9,13820
2021-01-01,10,14249
2021-01-01,11,14514
2021-01-01,12,14895
2021-01-01,13,14959
2021-01-01,14,15117
2021-01-01,15,15391
2021-01-01,16,15928
2021-01-01,17,16544
2021-01-01,18,17120
2021-01-01,19,16774
2021-01-01,20,16385
2021-01-01,21,16206
2021-01-01,22,15888
2021-01-01,23,15269
2021-01-01,24,14476
2021-01-02,1,13827
2021-01-02,2,13453
2021-01-02,3,13177
2021-01-02,4,13145
2021-01-02,5,13192
2021-01-02,6,13140
2021-01-02,7,13477
2021-01-02,8,14173
2021-01-02,9,14661
2021-01-02,10,15127
2021-01-02,11,15466
2021-01-02,12,15805
2021-01-02,13,15849
2021-01-02,14,15914
2021-01-02,15,16003
2021-01-02,16,16178
2021-01-02,17,16800
2021-01-02,18,17860
2021-01-02,19,17594
2021-01-02,20,16914
2021-01-02,21,16387
2021-01-02,22,15752
2021-01-02,23,15083
2021-01-02,24,14236
2021-01-03,1,13620
2021-01-03,2,13214
2021-01-03,3,12962
2021-01-03,4,12834
2021-01-03,5,12802
2021-01-03,6,13025
2021-01-03,7,13440
2021-01-03,8,14038
2021-01-03,9,14596
2021-01-03,10,15130
2021-01-03,11,15759
2021-01-03,12,16215
2021-01-03,13,16448
2021-01-03,14,16366
2021-01-03,15,16296
2021-01-03,16,16459
2021-01-03,17,17056
2021-01-03,18,18098
2021-01-03,19,17672
2021-01-03,20,17082
2021-01-03,21,16536
2021-01-03,22,15956
2021-01-03,23,15196
2021-01-03,24,14424
2021-01-04,1,13765
2021-01-04,2,13538
2021-01-04,3,13199
2021-01-04,4,13121
2021-01-04,5,13231
2021-01-04,6,13757
2021-01-04,7,14922
2021-01-04,8,16075
2021-01-04,9,16877
2021-01-04,10,17157
2021-01-04,11,17333
2021-01-04,12,17608
2021-01-04,13,17736
2021-01-04,14,17664
2021-01-04,15,17535
2021-01-04,16,17767
2021-01-04,17,18272
2021-01-04,18,19160
2021-01-04,19,18652
2021-01-04,20,18161
2021-01-04,21,17319
2021-01-04,22,16617
2021-01-04,23,15890
2021-01-04,24,14902
2021-01-05,1,14278
2021-01-05,2,13901
2021-01-05,3,13538
2021-01-05,4,13530
2021-01-05,5,13634
2021-01-05,6,14237
2021-01-05,7,15241
2021-01-05,8,16427
2021-01-05,9,17150
2021-01-05,10,17448
2021-01-05,11,17653
2021-01-05,12,17777
2021-01-05,13,17732
2021-01-05,14,17663
2021-01-05,15,17558
2021-01-05,16,17844
2021-01-05,17,18382
2021-01-05,18,19275
2021-01-05,19,18828
2021-01-05,20,18286
2021-01-05,21,17825
2021-01-05,22,17086
2021-01-05,23,16046
2021-01-05,24,15059
2021-01-06,1,14391
2021-01-06,2,13930
2021-01-06,3,13857
2021-01-06,4,13915
2021-01-06,5,13862
2021-01-06,6,14245
2021-01-06,7,15225
2021-01-06,8,16510
2021-01-06,9,17118
2021-01-06,10,17428
2021-01-06,11,17474
2021-01-06,12,17614
2021-01-06,13,17518
2021-01-06,14,17369
2021-01-06,15,17312
2021-01-06,16,17618
2021-01-06,17,18238
2021-01-06,18,19369
2021-01-06,19,18696
2021-01-06,20,18124
2021-01-06,21,17644
2021-01-06,22,17133
2021-01-06,23,16169
2021-01-06,24,15126
2021-01-07,1,14453
2021-01-07,2,14068
2021-01-07,3,13784
2021-01-07,4,13702
2021-01-07,5,13767
2021-01-07,6,14320
2021-01-07,7,15305
2021-01-07,8,16530
2021-01-07,9,17182
2021-01-07,10,17541
2021-01-07,11,17457
2021-01-07,12,17386
2021-01-07,13,17161
2021-01-07,14,16891
2021-01-07,15,16651
2021-01-07,16,16822
2021-01-07,17,17777
2021-01-07,18,19178
2021-01-07,19,18988
2021-01-07,20,18451
2021-01-07,21,17880
2021-01-07,22,17384
2021-01-07,23,16353
2021-01-07,24,15377
2021-01-08,1,14853
2021-01-08,2,14612
2021-01-08,3,14434
2021-01-08,4,14454
2021-01-08,5,14575
2021-01-08,6,14984
2021-01-08,7,16196
2021-01-08,8,17543
2021-01-08,9,18192
2021-01-08,10,18257
2021-01-08,11,17831
2021-01-08,12,17604
2021-01-08,13,17388
2021-01-08,14,16998
2021-01-08,15,16796
2021-01-08,16,16996
2021-01-08,17,17786
2021-01-08,18,19069
2021-01-08,19,19084
2021-01-08,20,18435
2021-01-08,21,18055
2021-01-08,22,17447
2021-01-08,23,16459
2021-01-08,24,15583
2021-01-09,1,14891
2021-01-09,2,14427
2021-01-09,3,14136
2021-01-09,4,14014
2021-01-09,5,14041
2021-01-09,6,14268
2021-01-09,7,14872
2021-01-09,8,15597
2021-01-09,9,15934
2021-01-09,10,16120
2021-01-09,11,16095
2021-01-09,12,15932
2021-01-09,13,15879
2021-01-09,14,15655
2021-01-09,15,15557
2021-01-09,16,15869
2021-01-09,17,16778
2021-01-09,18,18157
2021-01-09,19,18020
2021-01-09,20,17456
2021-01-09,21,16976
2021-01-09,22,16416
2021-01-09,23,15668
2021-01-09,24,14861
2021-01-10,1,14365
2021-01-10,2,13974
2021-01-10,3,13797
2021-01-10,4,13718
2021-01-10,5,13504
2021-01-10,6,13682
2021-01-10,7,14189
2021-01-10,8,14841
2021-01-10,9,15248
2021-01-10,10,15664
2021-01-10,11,15969
2021-01-10,12,16177
2021-01-10,13,16250
2021-01-10,14,16167
2021-01-10,15,16115
2021-01-10,16,16501
2021-01-10,17,17363
2021-01-10,18,18461
2021-01-10,19,18069
2021-01-10,20,17564
2021-01-10,21,16998
2021-01-10,22,16437
2021-01-10,23,15754
2021-01-10,24,14941
2021-01-11,1,14344
2021-01-11,2,13915
2021-01-11,3,13783
2021-01-11,4,13710
2021-01-11,5,13876
2021-01-11,6,14337
2021-01-11,7,15584
2021-01-11,8,16698
2021-01-11,9,17221
2021-01-11,10,17418
2021-01-11,11,17179
2021-01-11,12,17309
2021-01-11,13,17695
2021-01-11,14,17770
2021-01-11,15,17422
2021-01-11,16,17951
2021-01-11,17,18593
2021-01-11,18,19114
2021-01-11,19,18524
2021-01-11,20,18186
2021-01-11,21,17538
2021-01-11,22,16892
2021-01-11,23,15800
2021-01-11,24,14744
2021-01-12,1,14339
2021-01-12,2,14076
2021-01-12,3,13930
2021-01-12,4,13750
2021-01-12,5,13817
2021-01-12,6,14411
2021-01-12,7,15534
2021-01-12,8,16657
2021-01-12,9,17379
2021-01-12,10,17798
2021-01-12,11,18021
2021-01-12,12,18138
2021-01-12,13,18172
2021-01-12,14,18003
2021-01-12,15,17913
2021-01-12,16,17998
2021-01-12,17,18668
2021-01-12,18,19426
2021-01-12,19,18971
2021-01-12,20,18413
2021-01-12,21,17971
2021-01-12,22,17179
2021-01-12,23,16181
2021-01-12,24,15152
2021-01-13,1,14414
2021-01-13,2,14028
2021-01-13,3,13767
2021-01-13,4,13609
2021-01-13,5,13736
2021-01-13,6,14254
2021-01-13,7,15198
2021-01-13,8,16449
2021-01-13,9,17141
2021-01-13,10,17408
2021-01-13,11,17506
2021-01-13,12,17484
2021-01-13,13,17342
2021-01-13,14,17175
2021-01-13,15,16899
2021-01-13,16,17119
2021-01-13,17,17789
2021-01-13,18,18678
2021-01-13,19,18262
2021-01-13,20,17882
2021-01-13,21,17282
2021-01-13,22,16514
2021-01-13,23,15533
2021-01-13,24,14651
2021-01-14,1,14090
2021-01-14,2,13744
2021-01-14,3,13516
2021-01-14,4,13444
2021-01-14,5,13693
2021-01-14,6,14147
2021-01-14,7,15087
2021-01-14,8,16363
2021-01-14,9,17049
2021-01-14,10,17208
2021-01-14,11,17025
2021-01-14,12,17068
2021-01-14,13,17035
2021-01-14,14,16860
2021-01-14,15,16795
2021-01-14,16,17060
2021-01-14,17,17555
2021-01-14,18,18487
2021-01-14,19,18000
2021-01-14,20,17331
2021-01-14,21,16848
2021-01-14,22,16296
2021-01-14,23,15203
2021-01-14,24,14251
2021-01-15,1,13646
2021-01-15,2,13305
2021-01-15,3,13087
2021-01-15,4,13032
2021-01-15,5,13120
2021-01-15,6,13692
2021-01-15,7,14514
2021-01-15,8,15569
2021-01-15,9,16279
2021-01-15,10,16597
2021-01-15,11,16671
2021-01-15,12,16863
2021-01-15,13,16905
2021-01-15,14,16811
2021-01-15,15,16762
2021-01-15,16,16832
2021-01-15,17,17570
2021-01-15,18,18502
2021-01-15,19,18077
2021-01-15,20,17621
2021-01-15,21,17182
2021-01-15,22,16441
2021-01-15,23,15644
2021-01-15,24,14774
2021-01-16,1,14135
2021-01-16,2,13667
2021-01-16,3,13336
2021-01-16,4,13289
2021-01-16,5,13332
2021-01-16,6,13599
2021-01-16,7,14062
2021-01-16,8,14704
2021-01-16,9,15197
2021-01-16,10,15434
2021-01-16,11,15646
2021-01-16,12,15946
2021-01-16,13,15947
2021-01-16,14,15884
2021-01-16,15,15775
2021-01-16,16,16001
2021-01-16,17,16613
2021-01-16,18,17659
2021-01-16,19,17426
2021-01-16,20,16792
2021-01-16,21,16428
2021-01-16,22,15902
2021-01-16,23,15065
2021-01-16,24,14068
2021-01-17,1,13516
2021-01-17,2,13198
2021-01-17,3,13038
2021-01-17,4,13079
2021-01-17,5,13074
2021-01-17,6,13150
2021-01-17,7,13396
2021-01-17,8,13875
2021-01-17,9,14471
2021-01-17,10,14981
2021-01-17,11,15435
2021-01-17,12,15934
2021-01-17,13,16021
2021-01-17,14,16093
2021-01-17,15,16123
2021-01-17,16,16367
2021-01-17,17,17180
2021-01-17,18,18286
2021-01-17,19,17889
2021-01-17,20,17379
2021-01-17,21,16708
2021-01-17,22,16309
2021-01-17,23,15383
2021-01-17,24,14675
2021-01-18,1,14077
2021-01-18,2,13692
2021-01-18,3,13623
2021-01-18,4,13633
2021-01-18,5,13736
2021-01-18,6,14344
2021-01-18,7,15655
2021-01-18,8,16802
2021-01-18,9,17448
2021-01-18,10,17577
2021-01-18,11,17513
2021-01-18,12,17258
2021-01-18,13,17206
2021-01-18,14,17222
2021-01-18,15,17106
2021-01-18,16,17337
2021-01-18,17,17977
2021-01-18,18,18981
2021-01-18,19,18678
2021-01-18,20,18248
2021-01-18,21,17751
2021-01-18,22,16940
2021-01-18,23,16027
2021-01-18,24,15097
2021-01-19,1,14436
2021-01-19,2,14129
2021-01-19,3,13921
2021-01-19,4,13843
2021-01-19,5,13907
2021-01-19,6,14503
2021-01-19,7,15645
2021-01-19,8,16645
2021-01-19,9,17252
2021-01-19,10,17511
2021-01-19,11,17459
2021-01-19,12,17279
2021-01-19,13,17117
2021-01-19,14,16927
2021-01-19,15,17066
2021-01-19,16,17422
2021-01-19,17,18059
2021-01-19,18,18944
2021-01-19,19,18762
2021-01-19,20,18347
2021-01-19,21,17776
2021-01-19,22,17089
2021-01-19,23,16167
2021-01-19,24,15281
2021-01-20,1,14674
2021-01-20,2,14308
2021-01-20,3,14078
2021-01-20,4,14009
2021-01-20,5,14142
2021-01-20,6,14702
2021-01-20,7,15789
2021-01-20,8,17099
2021-01-20,9,17830
2021-01-20,10,18314
2021-01-20,11,18066
2021-01-20,12,17752
2021-01-20,13,17487
2021-01-20,14,17454
2021-01-20,15,17458
2021-01-20,16,17872
2021-01-20,17,18454
2021-01-20,18,19243
2021-01-20,19,18975
2021-01-20,20,18446
2021-01-20,21,17853
2021-01-20,22,17040
2021-01-20,23,16036
2021-01-20,24,14950
2021-01-21,1,14297
2021-01-21,2,13980
2021-01-21,3,13842
2021-01-21,4,13811
2021-01-21,5,13964
2021-01-21,6,14436
2021-01-21,7,15421
2021-01-21,8,16592
2021-01-21,9,17142
2021-01-21,10,17193
2021-01-21,11,17097
2021-01-21,12,17109
2021-01-21,13,17104
2021-01-21,14,17101
2021-01-21,15,17092
2021-01-21,16,17227
2021-01-21,17,17689
2021-01-21,18,18743
2021-01-21,19,18397
2021-01-21,20,17776
2021-01-21,21,17190
2021-01-21,22,16415
2021-01-21,23,15511
2021-01-21,24,14591
2021-01-22,1,14296
2021-01-22,2,13953
2021-01-22,3,13730
2021-01-22,4,13748
2021-01-22,5,13842
2021-01-22,6,14385
2021-01-22,7,15311
2021-01-22,8,16354
2021-01-22,9,17207
2021-01-22,10,17464
2021-01-22,11,17605
2021-01-22,12,17712
2021-01-22,13,17604
2021-01-22,14,17509
2021-01-22,15,17525
2021-01-22,16,17644
2021-01-22,17,18136
2021-01-22,18,18861
2021-01-22,19,18873
2021-01-22,20,18340
2021-01-22,21,17893
2021-01-22,22,17146
2021-01-22,23,16315
2021-01-22,24,15446
2021-01-23,1,14813
2021-01-23,2,14448
2021-01-23,3,14284
2021-01-23,4,14221
2021-01-23,5,14278
2021-01-23,6,14683
2021-01-23,7,15156
2021-01-23,8,16055
2021-01-23,9,16615
2021-01-23,10,16804
2021-01-23,11,16978
2021-01-23,12,16893
2021-01-23,13,16687
2021-01-23,14,16515
2021-01-23,15,16488
2021-01-23,16,16824
2021-01-23,17,17690
2021-01-23,18,19005
2021-01-23,19,19264
2021-01-23,20,18357
2021-01-23,21,17767
2021-01-23,22,17222
2021-01-23,23,16538
2021-01-23,24,15744
2021-01-24,1,15173
2021-01-24,2,14780
2021-01-24,3,14548
2021-01-24,4,14370
2021-01-24,5,14338
2021-01-24,6,14586
2021-01-24,7,14818
2021-01-24,8,15337
2021-01-24,9,15855
2021-01-24,10,16019
2021-01-24,11,16272
2021-01-24,12,16657
2021-01-24,13,16799
2021-01-24,14,16858
2021-01-24,15,16909
2021-01-24,16,17069
2021-01-24,17,17846
2021-01-24,18,18945
2021-01-24,19,18837
2021-01-24,20,18057
2021-01-24,21,17321
2021-01-24,22,16723
2021-01-24,23,15911
2021-01-24,24,15116
2021-01-25,1,14551
2021-01-25,2,14290
2021-01-25,3,14155
2021-01-25,4,14109
2021-01-25,5,14359
2021-01-25,6,14994
2021-01-25,7,16018
2021-01-25,8,17237
2021-01-25,9,17821
2021-01-25,10,17809
2021-01-25,11,17793
2021-01-25,12,17701
2021-01-25,13,17688
2021-01-25,14,17465
2021-01-25,15,17415
2021-01-25,16,17707
2021-01-25,17,18249
2021-01-25,18,19099
2021-01-25,19,19051
2021-01-25,20,18505
2021-01-25,21,17851
2021-01-25,22,17040
2021-01-25,23,16404
2021-01-25,24,15371
2021-01-26,1,14655
2021-01-26,2,14216
2021-01-26,3,14095
2021-01-26,4,14080
2021-01-26,5,14160
2021-01-26,6,14694
2021-01-26,7,15611
2021-01-26,8,16895
2021-01-26,9,17525
2021-01-26,10,18058
2021-01-26,11,18315
2021-01-26,12,18547
2021-01-26,13,18763
2021-01-26,14,18503
2021-01-26,15,18538
2021-01-26,16,18317
2021-01-26,17,18907
2021-01-26,18,19639
2021-01-26,19,19510
2021-01-26,20,18743
2021-01-26,21,18028
2021-01-26,22,17390
2021-01-26,23,16597
2021-01-26,24,15624
2021-01-27,1,15203
2021-01-27,2,14795
2021-01-27,3,14503
2021-01-27,4,14466
2021-01-27,5,14617
2021-01-27,6,15105
2021-01-27,7,16163
2021-01-27,8,17340
2021-01-27,9,17862
2021-01-27,10,18005
2021-01-27,11,17951
2021-01-27,12,17396
2021-01-27,13,17174
2021-01-27,14,16924
2021-01-27,15,16911
2021-01-27,16,17485
2021-01-27,17,18292
2021-01-27,18,19391
2021-01-27,19,19651
2021-01-27,20,19013
2021-01-27,21,18429
2021-01-27,22,17695
2021-01-27,23,16836
2021-01-27,24,15848
2021-01-28,1,15242
2021-01-28,2,14833
2021-01-28,3,14746
2021-01-28,4,14730
2021-01-28,5,14953
2021-01-28,6,15571
2021-01-28,7,16517
2021-01-28,8,17611
2021-01-28,9,18189
2021-01-28,10,18014
2021-01-28,11,17798
2021-01-28,12,17749
2021-01-28,13,17744
2021-01-28,14,17635
2021-01-28,15,17680
2021-01-28,16,18214
2021-01-28,17,18892
2021-01-28,18,19988
2021-01-28,19,20150
2021-01-28,20,19634
2021-01-28,21,18847
2021-01-28,22,18190
2021-01-28,23,17209
2021-01-28,24,16389
2021-01-29,1,16012
2021-01-29,2,15781
2021-01-29,3,15593
2021-01-29,4,15473
2021-01-29,5,15617
2021-01-29,6,16050
2021-01-29,7,16851
2021-01-29,8,17912
2021-01-29,9,18493
2021-01-29,10,18485
2021-01-29,11,18644
2021-01-29,12,18541
2021-01-29,13,18281
2021-01-29,14,17708
2021-01-29,15,17706
2021-01-29,16,17841
2021-01-29,17,18488
2021-01-29,18,19444
2021-01-29,19,19792
2021-01-29,20,19156
2021-01-29,21,18682
2021-01-29,22,17938
2021-01-29,23,17061
2021-01-29,24,16239
2021-01-30,1,15498
2021-01-30,2,15359
2021-01-30,3,15225
2021-01-30,4,15184
2021-01-30,5,15148
2021-01-30,6,15375
2021-01-30,7,15828
2021-01-30,8,16389
2021-01-30,9,16915
2021-01-30,10,17238
2021-01-30,11,17233
2021-01-30,12,17273
2021-01-30,13,17080
2021-01-30,14,16705
2021-01-30,15,16502
2021-01-30,16,16528
2021-01-30,17,17073
2021-01-30,18,18604
2021-01-30,19,18889
2021-01-30,20,18051
2021-01-30,21,17575
2021-01-30,22,17098
2021-01-30,23,16338
2021-01-30,24,15613
2021-01-31,1,14934
2021-01-31,2,14661
2021-01-31,3,14424
2021-01-31,4,14277
2021-01-31,5,14242
2021-01-31,6,14560
2021-01-31,7,14779
2021-01-31,8,15360
2021-01-31,9,15876
2021-01-31,10,16275
2021-01-31,11,16486
2021-01-31,12,16658
2021-01-31,13,16663
2021-01-31,14,16686
2021-01-31,15,16649
2021-01-31,16,16935
2021-01-31,17,17722
2021-01-31,18,18709
2021-01-31,19,18885
2021-01-31,20,18252
2021-01-31,21,17772
2021-01-31,22,17084
2021-01-31,23,16242
2021-01-31,24,15541
2021-02-01,1,14951
2021-02-01,2,14863
2021-02-01,3,14840
2021-02-01,4,14733
2021-02-01,5,14873
2021-02-01,6,15573
2021-02-01,7,16691
2021-02-01,8,17758
2021-02-01,9,18427
2021-02-01,10,18623
2021-02-01,11,18341
2021-02-01,12,18183
2021-02-01,13,18017
2021-02-01,14,17750
2021-02-01,15,17593
2021-02-01,16,17879
2021-02-01,17,18650
2021-02-01,18,19825
2021-02-01,19,19722
2021-02-01,20,19088
2021-02-01,21,18426
2021-02-01,22,17646
2021-02-01,23,16731
2021-02-01,24,15837
2021-02-02,1,15277
2021-02-02,2,14924
2021-02-02,3,14640
2021-02-02,4,14643
2021-02-02,5,14849
2021-02-02,6,15430
2021-02-02,7,16365
2021-02-02,8,17681
2021-02-02,9,18034
2021-02-02,10,17924
2021-02-02,11,17717
2021-02-02,12,17564
2021-02-02,13,17408
2021-02-02,14,17169
2021-02-02,15,17134
2021-02-02,16,17255
2021-02-02,17,17951
2021-02-02,18,18804
2021-02-02,19,19005
2021-02-02,20,18530
2021-02-02,21,17998
2021-02-02,22,17237
2021-02-02,23,16288
2021-02-02,24,15354
2021-02-03,1,14771
2021-02-03,2,14347
2021-02-03,3,14261
2021-02-03,4,14338
2021-02-03,5,14544
2021-02-03,6,15082
2021-02-03,7,16121
2021-02-03,8,17438
2021-02-03,9,17993
2021-02-03,10,17921
2021-02-03,11,17406
2021-02-03,12,16998
2021-02-03,13,16698
2021-02-03,14,16427
2021-02-03,15,16277
2021-02-03,16,16464
2021-02-03,17,17312
2021-02-03,18,18578
2021-02-03,19,19047
2021-02-03,20,18666
2021-02-03,21,18053
2021-02-03,22,17431
2021-02-03,23,16411
2021-02-03,24,15536
2021-02-04,1,14936
2021-02-04,2,14517
2021-02-04,3,14494
2021-02-04,4,14446
2021-02-04,5,14582
2021-02-04,6,15126
2021-02-04,7,16249
2021-02-04,8,17405
2021-02-04,9,17632
2021-02-04,10,16923
2021-02-04,11,16460
2021-02-04,12,16320
2021-02-04,13,16069
2021-02-04,14,15916
2021-02-04,15,15929
2021-02-04,16,16385
2021-02-04,17,17156
2021-02-04,18,18382
2021-02-04,19,18626
2021-02-04,20,17987
2021-02-04,21,17569
2021-02-04,22,16804
2021-02-04,23,15749
2021-02-04,24,14855
2021-02-05,1,14456
2021-02-05,2,14030
2021-02-05,3,14147
2021-02-05,4,14073
2021-02-05,5,14133
2021-02-05,6,14682
2021-02-05,7,15773
2021-02-05,8,16854
2021-02-05,9,17540
2021-02-05,10,17762
2021-02-05,11,18048
2021-02-05,12,18340
2021-02-05,13,18110
2021-02-05,14,17990
2021-02-05,15,17697
2021-02-05,16,17704
2021-02-05,17,18066
2021-02-05,18,18851
2021-02-05,19,19121
2021-02-05,20,18553
2021-02-05,21,18126
2021-02-05,22,17379
2021-02-05,23,16519
2021-02-05,24,15564
2021-02-06,1,14965
2021-02-06,2,14541
2021-02-06,3,14337
2021-02-06,4,14253
2021-02-06,5,14346
2021-02-06,6,14614
2021-02-06,7,15084
2021-02-06,8,15838
2021-02-06,9,16437
2021-02-06,10,16683
2021-02-06,11,16817
2021-02-06,12,16884
2021-02-06,13,16830
2021-02-06,14,16829
2021-02-06,15,16865
2021-02-06,16,17004
2021-02-06,17,17726
2021-02-06,18,18668
2021-02-06,19,19023
2021-02-06,20,18409
2021-02-06,21,17773
2021-02-06,22,17225
2021-02-06,23,16481
2021-02-06,24,15579
2021-02-07,1,15074
2021-02-07,2,14700
2021-02-07,3,14500
2021-02-07,4,14418
2021-02-07,5,14405
2021-02-07,6,14580
2021-02-07,7,15079
2021-02-07,8,15622
2021-02-07,9,16194
2021-02-07,10,16471
2021-02-07,11,16599
2021-02-07,12,16601
2021-02-07,13,16528
2021-02-07,14,16388
2021-02-07,15,16418
2021-02-07,16,16742
2021-02-07,17,17691
2021-02-07,18,19037
2021-02-07,19,19549
2021-02-07,20,18741
2021-02-07,21,18224
2021-02-07,22,17672
2021-02-07,23,16954
2021-02-07,24,16139
2021-02-08,1,15632
2021-02-08,2,15345
2021-02-08,3,15265
2021-02-08,4,15313
2021-02-08,5,15536
2021-02-08,6,16198
2021-02-08,7,17369
2021-02-08,8,18755
2021-02-08,9,19209
2021-02-08,10,19249
2021-02-08,11,18744
2021-02-08,12,18304
2021-02-08,13,18008
2021-02-08,14,17663
2021-02-08,15,17629
2021-02-08,16,17998
2021-02-08,17,18936
2021-02-08,18,19971
2021-02-08,19,20318
2021-02-08,20,19638
2021-02-08,21,19079
2021-02-08,22,18354
2021-02-08,23,17464
2021-02-08,24,16556
2021-02-09,1,16112
2021-02-09,2,15761
2021-02-09,3,15545
2021-02-09,4,15484
2021-02-09,5,15562
2021-02-09,6,16129
2021-02-09,7,17219
2021-02-09,8,18356
2021-02-09,9,18947
2021-02-09,10,18893
2021-02-09,11,18534
2021-02-09,12,18142
2021-02-09,13,17657
2021-02-09,14,17447
2021-02-09,15,17496
2021-02-09,16,17627
2021-02-09,17,18433
2021-02-09,18,19714
2021-02-09,19,19902
2021-02-09,20,19343
2021-02-09,21,18871
2021-02-09,22,17915
2021-02-09,23,16946
2021-02-09,24,16186
2021-02-10,1,15683
2021-02-10,2,15395
2021-02-10,3,15212
2021-02-10,4,15172
2021-02-10,5,15403
2021-02-10,6,16035
2021-02-10,7,17225
2021-02-10,8,18362
2021-02-10,9,18639
2021-02-10,10,18323
2021-02-10,11,17982
2021-02-10,12,17888
2021-02-10,13,17653
2021-02-10,14,17607
2021-02-10,15,17610
2021-02-10,16,18061
2021-02-10,17,18918
2021-02-10,18,19895
2021-02-10,19,20185
2021-02-10,20,19707
2021-02-10,21,19151
2021-02-10,22,18392
2021-02-10,23,17386
2021-02-10,24,16516
2021-02-11,1,15971
2021-02-11,2,15539
2021-02-11,3,15366
2021-02-11,4,15252
2021-02-11,5,15392
2021-02-11,6,16060
2021-02-11,7,17166
2021-02-11,8,18365
2021-02-11,9,18626
2021-02-11,10,18216
2021-02-11,11,17692
2021-02-11,12,17366
2021-02-11,13,17121
2021-02-11,14,16982
2021-02-11,15,16926
2021-02-11,16,17236
2021-02-11,17,18295
2021-02-11,18,19553
2021-02-11,19,19984
2021-02-11,20,19658
2021-02-11,21,19133
2021-02-11,22,18384
2021-02-11,23,17670
2021-02-11,24,16730
2021-02-12,1,16006
2021-02-12,2,15590
2021-02-12,3,15516
2021-02-12,4,15454
2021-02-12,5,15796
2021-02-12,6,16587
2021-02-12,7,17671
2021-02-12,8,18781
2021-02-12,9,19244
2021-02-12,10,19420
2021-02-12,11,19272
2021-02-12,12,19005
2021-02-12,13,18716
2021-02-12,14,18152
2021-02-12,15,17838
2021-02-12,16,18027
2021-02-12,17,18922
2021-02-12,18,19914
2021-02-12,19,20212
2021-02-12,20,19770
2021-02-12,21,19285
2021-02-12,22,18491
2021-02-12,23,17619
2021-02-12,24,16742
2021-02-13,1,16168
2021-02-13,2,15794
2021-02-13,3,15655
2021-02-13,4,15485
2021-02-13,5,15656
2021-02-13,6,15867
2021-02-13,7,16403
2021-02-13,8,17003
2021-02-13,9,17355
2021-02-13,10,17702
2021-02-13,11,17988
2021-02-13,12,17775
2021-02-13,13,17624
2021-02-13,14,17650
2021-02-13,15,17771
2021-02-13,16,18139
2021-02-13,17,18807
2021-02-13,18,19630
2021-02-13,19,19775
2021-02-13,20,19342
2021-02-13,21,18472
2021-02-13,22,17968
2021-02-13,23,17435
2021-02-13,24,16559
2021-02-14,1,16020
2021-02-14,2,15648
2021-02-14,3,15413
2021-02-14,4,15428
2021-02-14,5,15408
2021-02-14,6,15459
2021-02-14,7,15904
2021-02-14,8,16477
2021-02-14,9,16704
2021-02-14,10,16700
2021-02-14,11,16558
2021-02-14,12,16300
2021-02-14,13,15904
2021-02-14,14,15452
2021-02-14,15,15425
2021-02-14,16,15797
2021-02-14,17,16738
2021-02-14,18,18183
2021-02-14,19,18808
2021-02-14,20,18416
2021-02-14,21,17737
2021-02-14,22,17218
2021-02-14,23,16557
2021-02-14,24,15789
2021-02-15,1,15309
2021-02-15,2,14880
2021-02-15,3,14654
2021-02-15,4,14623
2021-02-15,5,14552
2021-02-15,6,14812
2021-02-15,7,15367
2021-02-15,8,15722
2021-02-15,9,16271
2021-02-15,10,16675
2021-02-15,11,16943
2021-02-15,12,17056
2021-02-15,13,16780
2021-02-15,14,16096
2021-02-15,15,16128
2021-02-15,16,16471
2021-02-15,17,17309
2021-02-15,18,18414
2021-02-15,19,18719
2021-02-15,20,18333
2021-02-15,21,18032
2021-02-15,22,17427
2021-02-15,23,16550
2021-02-15,24,15819
2021-02-16,1,15420
2021-02-16,2,15044
2021-02-16,3,14899
2021-02-16,4,14852
2021-02-16,5,15016
2021-02-16,6,15631
2021-02-16,7,16604
2021-02-16,8,17550
2021-02-16,9,18571
2021-02-16,10,18860
2021-02-16,11,18980
2021-02-16,12,19036
2021-02-16,13,19228
2021-02-16,14,18832
2021-02-16,15,18404
2021-02-16,16,18474
2021-02-16,17,18620
2021-02-16,18,19509
2021-02-16,19,19947
2021-02-16,20,19976
2021-02-16,21,19146
2021-02-16,22,18432
2021-02-16,23,17554
2021-02-16,24,16552
2021-02-17,1,16336
2021-02-17,2,16076
2021-02-17,3,15966
2021-02-17,4,15909
2021-02-17,5,15813
2021-02-17,6,16336
2021-02-17,7,17464
2021-02-17,8,18637
2021-02-17,9,19065
2021-02-17,10,18762
2021-02-17,11,18307
2021-02-17,12,17924
2021-02-17,13,17851
2021-02-17,14,17532
2021-02-17,15,17820
2021-02-17,16,18268
2021-02-17,17,18816
2021-02-17,18,19527
2021-02-17,19,19934
2021-02-17,20,19604
2021-02-17,21,18963
2021-02-17,22,18229
2021-02-17,23,17347
2021-02-17,24,16290
2021-02-18,1,15686
2021-02-18,2,15374
2021-02-18,3,15191
2021-02-18,4,15116
2021-02-18,5,15339
2021-02-18,6,15799
2021-02-18,7,16895
2021-02-18,8,18026
2021-02-18,9,18527
2021-02-18,10,18680
2021-02-18,11,18640
2021-02-18,12,18376
2021-02-18,13,18274
